"","species_new","trait_ind","emb_ind","phylo_ind"
"12436","Miconia smaragdina",13330,24330,26764
"12437","Miconia splendens",13331,24333,26813
"12438","Miconia stevensiana",13332,24336,26766
"12439","Miconia subspicata",13333,24340,26695
"12440","Miconia talamancensis",13334,24341,26694
"12441","Miconia tetrasperma",13335,24342,26693
"12442","Miconia tomentosa",13336,24346,26802
"12443","Miconia tonduzii",13337,24347,26845
"12444","Miconia trinervia",13338,24349,26809
"12445","Miconia triplinervis",13339,24350,26761
"12446","Micrandra elata",13341,24354,22635
"12447","Micrandra rossiana",13342,24355,22634
"12448","Micrandra siphonioides",13343,24356,22633
"12449","Micrandra spruceana",13344,24357,22636
"12450","Micrantheum ericoides",13345,24362,21886
"12451","Micranthus junceus",13346,24363,31472
"12452","Micrechites rhombifolius",13347,24365,10106
"12453","Microchloa caffra",13348,24369,32333
"12454","Microchloa indica",13349,24370,32331
"12455","Microchloa kunthii",13350,24371,32332
"12456","Microcos stylocarpa",13351,24376,24443
"12457","Microdesmis caseariifolia",13352,24380,21960
"12458","Microdesmis puberula",13353,24382,21959
"12459","Microglossa pyrifolia",13354,24385,92
"12460","Microlepia marginata",13356,24390,39024
"12461","Microlepia strigosa",13357,24394,39026
"12462","Microloma incanum",13358,24401,9922
"12463","Micromelum integerrimum",13359,24403,25524
"12464","Micromelum minutum",13360,24404,25523
"12465","Micromeria biflora",13361,24405,5805
"12466","Micromeria graeca",13362,24409,5809
"12467","Micromeria imbricata",13363,24410,5807
"12468","Micromeria juliana",13364,24411,5808
"12469","Micromeria marginata",13365,24412,5803
"12470","Micromeria myrtifolia",13366,24413,5802
"12471","Micromeria nervosa",13367,24414,5801
"12472","Micromyrtus ciliata",13368,24416,27399
"12473","Micromyrtus sessilis",13369,24422,27392
"12474","Micropholis acutangula",13371,24424,12257
"12475","Micropholis brochidodroma",13372,24425,12256
"12476","Micropholis casiquiarensis",13373,24426,12261
"12477","Micropholis crotonoides",13374,24427,12255
"12478","Micropholis egensis",13375,24428,12259
"12479","Micropholis garciniifolia",13376,24429,12254
"12480","Micropholis guyanensis",13377,24431,12265
"12481","Micropholis melinoniana",13378,24432,12253
"12482","Micropholis porphyrocarpa",13379,24433,12263
"12483","Micropholis trunciflora",13380,24434,12252
"12484","Micropholis venulosa",13381,24435,12258
"12485","Micropholis williamii",13382,24436,12264
"12486","Micropyrum tenellum",13383,24438,33194
"12487","Microseris lanceolata",13384,24439,2965
"12488","Microseris nutans",13385,24440,2964
"12489","Microsorum pustulatum",13386,24446,38652
"12490","Microsorum scandens",13387,24448,38650
"12491","Microstachys chamaelea",13388,24450,22456
"12492","Microsteris gracilis",13390,24455,12444
"12493","Microtropis fokienensis",13392,24459,23493
"12494","Microtropis japonica",13393,24460,23494
"12495","Microula tibetica",13394,24465,8213
"12496","Mikania cordata",13396,24471,311
"12497","Mikania cordifolia",13397,24472,312
"12498","Mikania leiostachya",13398,24478,298
"12499","Mikania micrantha",13399,24479,309
"12500","Mikania scandens",13400,24480,310
"12501","Mikania szyszylowiczii",13401,24482,296
"12502","Milicia excelsa",13402,24487,19424
"12503","Milicia regia",13403,24488,19425
"12504","Milium effusum",13404,24489,33426
"12505","Milium vernale",13405,24490,33427
"12506","Miliusa horsfieldii",13406,24492,37055
"12507","Miliusa velutina",13407,24494,37052
"12508","Millettia dielsiana",13409,24497,16549
"12509","Millettia laurentii",13410,24506,16540
"12510","Millettia pachycarpa",13411,24508,16428
"12511","Mimosa aculeaticarpa",13414,24518,17959
"12512","Mimosa albida",13415,24519,17956
"12513","Mimosa arenosa",13416,24520,17954
"12514","Mimosa bimucronata",13417,24521,17953
"12515","Mimosa borealis",13419,24523,17952
"12516","Mimosa grandidieri",13420,24528,17948
"12517","Mimosa guilandinae",13421,24529,17962
"12518","Mimosa pigra",13422,24532,17957
"12519","Mimosa pudica",13423,24533,17945
"12520","Mimosa quadrivalvis",13424,24534,17944
"12521","Mimosa scabrella",13425,24536,17955
"12522","Mimozyganthus carinatus",13426,24538,18019
"12523","Mimulus alatus",13428,24540,6772
"12524","Mimulus alsinoides",13429,24541,6778
"12525","Mimulus glabratus",13430,24544,6774
"12526","Mimulus gracilis",13431,24545,6783
"12527","Mimulus guttatus",13432,24546,6775
"12528","Mimulus lewisii",13433,24547,6777
"12529","Mimulus moschatus",13434,24548,6773
"12530","Mimulus nanus",13435,24549,6769
"12531","Mimulus ringens",13436,24550,6784
"12532","Mimulus tilingii",13437,24551,6776
"12533","Mimusops elengi",13439,24553,12353
"12534","Mimusops kummel",13440,24554,12354
"12535","Mimusops petiolaris",13441,24556,12352
"12536","Minquartia guianensis",13443,24557,15009
"12537","Minuartia aizoides",13445,24559,13648
"12538","Minuartia arctica",13446,24560,13653
"12539","Minuartia austriaca",13447,24561,13647
"12540","Minuartia biflora",13448,24562,13655
"12541","Minuartia capillacea",13449,24565,13654
"12542","Minuartia cherlerioides",13450,24568,13642
"12543","Minuartia glomerata",13451,24576,13637
"12544","Minuartia hybrida",13452,24580,13658
"12545","Minuartia juniperina",13453,24582,13634
"12546","Minuartia kashmirica",13454,24583,13633
"12547","Minuartia laricifolia",13455,24586,13649
"12548","Minuartia mediterranea",13456,24590,13629
"12549","Minuartia meyeri",13457,24592,13627
"12550","Minuartia montana",13458,24593,13657
"12551","Minuartia mutabilis",13459,24594,13626
"12552","Minuartia obtusiloba",13460,24595,13652
"12553","Minuartia oreina",13461,24596,13625
"12554","Minuartia picta",13462,24597,13624
"12555","Minuartia recurva",13463,24598,13623
"12556","Minuartia rossii",13464,24600,13621
"12557","Minuartia rubella",13465,24601,13620
"12558","Minuartia rubra",13466,24602,13619
"12559","Minuartia rupestris",13467,24603,13687
"12560","Minuartia sedoides",13468,24605,13617
"12561","Minuartia setacea",13469,24606,13616
"12562","Minuartia stricta",13470,24609,13662
"12563","Minuartia tenella",13471,24610,13613
"12564","Minuartia verna",13472,24612,13611
"12565","Minuartia villarii",13473,24613,13610
"12566","Minuartia viscosa",13474,24614,13661
"12567","Minuria denticulata",13475,24616,1566
"12568","Minuria integerrima",13476,24617,1569
"12569","Minuria leptophylla",13477,24618,1568
"12570","Mirabilis bigelovii",13478,24620,13020
"12571","Mirabilis linearis",13479,24621,13019
"12572","Mirabilis multiflora",13480,24622,13021
"12573","Mirbelia oxylobioides",13481,24624,15218
"12574","Mirbelia platylobioides",13482,24625,15216
"12575","Mirbelia pungens",13483,24626,15215
"12576","Mirbelia rubiifolia",13484,24627,15214
"12577","Mirbelia speciosa",13485,24628,15213
"12578","Miscanthus floridulus",13487,24630,32151
"12579","Miscanthus sinensis",13488,24631,32152
"12580","Mischarytera lautereriana",13489,24632,25839
"12581","Mischocarpus anodontus",13491,24634,26071
"12582","Mischocarpus exangulatus",13492,24636,26069
"12583","Mischocarpus lachnocarpus",13493,24637,26068
"12584","Mischocarpus stipitatus",13494,24641,26065
"12585","Mischocarpus sundaicus",13495,24642,26064
"12586","Misopates orontium",13496,24643,7887
"12587","Mitchella repens",13497,24644,9202
"12588","Mitella breweri",13498,24646,28909
"12589","Mitella diphylla",13499,24648,28911
"12590","Mitella nuda",13500,24650,28910
"12591","Mitella pentandra",13501,24651,28906
"12592","Mitella stauropetala",13502,24652,28900
"12593","Mitella trifida",13503,24653,28899
"12594","Mitracarpus hirtus",13504,24654,8958
"12595","Mitracarpus megapotamicus",13505,24655,8959
"12596","Mitragyna inermis",13506,24656,9608
"12597","Mitragyna rotundifolia",13507,24657,9607
"12598","Mitrasacme connata",13508,24662,10523
"12599","Mitrasacme exserta",13509,24663,10522
"12600","Mitrasacme paludosa",13510,24671,10514
"12601","Mitrasacme polymorpha",13511,24674,10511
"12602","Mitreola sessilifolia",13512,24682,10534
"12603","Mitrephora polypyrena",13514,24686,37046
"12604","Mitrephora teysmannii",13515,24687,37047
"12605","Mitrophyllum clivorum",13516,24688,12867
"12606","Mnesithea formosa",13517,24689,31596
"12607","Mniarum biflorum",13518,24690,13608
"12608","Moehringia bavarica",13519,24692,13462
"12609","Moehringia ciliata",13520,24693,13461
"12610","Moehringia lateriflora",13521,24694,13468
"12611","Moehringia muscosa",13522,24696,13463
"12612","Moehringia trinervia",13523,24699,13466
"12613","Moenchia erecta",13524,24701,13569
"12614","Moenchia mantica",13525,24703,13568
"12615","Molinaea arborea",13526,24704,25838
"12616","Molineria capitulata",13527,24705,31551
"12617","Molinia caerulea",13528,24706,32880
"12618","Mollia gracilis",13529,24708,24442
"12619","Mollinedia elegans",13531,24715,37777
"12620","Mollinedia killipii",13532,24717,37775
"12621","Mollinedia lanceolata",13533,24719,37773
"12622","Mollinedia schottiana",13534,24723,37784
"12623","Mollinedia viridiflora",13535,24726,37768
"12624","Mollugo cerviana",13536,24728,12790
"12625","Mollugo nudicaulis",13537,24729,12792
"12626","Mollugo verticillata",13538,24730,12782
"12627","Molopospermum peloponnesiacum",13539,24731,4720
"12628","Moltkia petraea",13540,24732,8380
"12629","Moltkia suffruticosa",13541,24733,8381
"12630","Momordica balsamina",13542,24735,20221
"12631","Momordica boivinii",13543,24736,20219
"12632","Momordica calantha",13544,24737,20224
"12633","Momordica charantia",13545,24738,20220
"12634","Momordica foetida",13546,24740,20223
"12635","Momordica friesiorum",13547,24741,20216
"12636","Momordica humilis",13548,24742,20218
"12637","Momordica welwitschii",13549,24744,20222
"12638","Monachather paradoxus",13550,24746,32890
"12639","Monanthotaxis filamentosa",13552,24749,36847
"12640","Monanthotaxis laurentii",13553,24750,36846
"12641","Monanthotaxis parvifolia",13554,24751,36845
"12642","Monanthotaxis schweinfurthii",13555,24752,36848
"12643","Monarda citriodora",13557,24753,5657
"12644","Monarda didyma",13558,24755,5653
"12645","Monarda fistulosa",13559,24756,5655
"12646","Monarda punctata",13560,24758,5651
"12647","Monardella odoratissima",13561,24759,5646
"12648","Monechma ciliatum",13562,24760,6806
"12649","Monechma debile",13563,24761,6807
"12650","Monechma depauperatum",13564,24762,6805
"12651","Monechma desertorum",13565,24763,6804
"12652","Monechma divaricatum",13566,24764,6803
"12653","Monechma mollissimum",13567,24767,6800
"12654","Monelytrum luederitzianum",13568,24770,32515
"12655","Moneses uniflora",13569,24771,11491
"12656","Monococcus echinophorus",13570,24796,13062
"12657","Monoculus hyoseroides",13571,24797,86
"12658","Monoculus monstrosus",13572,24798,87
"12659","Monocymbium ceresiiforme",13573,24799,32113
"12660","Monodora angolensis",13574,24800,36856
"12661","Monodora junodii",13575,24801,36854
"12662","Monodora myristica",13576,24802,36855
"12663","Monopsis debilis",13577,24805,3895
"12664","Monopsis stellarioides",13578,24806,3896
"12665","Monotes africana",13579,24810,25003
"12666","Monotes dasyanthus",13580,24812,25000
"12667","Monotes engleri",13581,24813,24999
"12668","Monotes glaber",13582,24814,24998
"12669","Monotes kerstingii",13583,24815,24997
"12670","Monotoca elliptica",13584,24816,11434
"12671","Monotoca scoparia",13585,24817,11435
"12672","Monotropa hypopitys",13586,24818,11509
"12673","Monotropa uniflora",13587,24819,11492
"12674","Monsonia angustifolia",13588,24822,28411
"12675","Monsonia senegalensis",13589,24825,28416
"12676","Montanoa leucantha",13591,24830,85
"12677","Montia chamissoi",13592,24832,12748
"12678","Montia fontana",13593,24833,12747
"12679","Montinia caryophyllacea",13594,24839,11060
"12680","Montrouziera sphaeroidea",13596,24844,20902
"12681","Moraea fugax",13597,24852,31389
"12682","Moraea gawleri",13598,24854,31400
"12683","Moraea miniata",13599,24857,31386
"12684","Moraea papilionacea",13600,24859,31394
"12685","Moraea sisyrinchium",13601,24863,31391
"12686","Moraea tulbaghensis",13602,24865,31388
"12687","Morelia senegalensis",13603,24867,9334
"12688","Morella cerifera",13605,24868,20369
"12689","Morella pensylvanica",13606,24872,20368
"12690","Morella pubescens",13607,24873,20364
"12691","Morella salicifolia",13608,24875,20362
"12692","Morettia canescens",13609,24876,24234
"12693","Morettia parviflora",13610,24877,24233
"12694","Moricandia arvensis",13611,24878,23666
"12695","Morina persica",13612,24882,5250
"12696","Morinda citrifolia",13614,24886,9198
"12697","Morinda jasminoides",13615,24888,9190
"12698","Morinda lucida",13616,24890,9200
"12699","Morinda umbellata",13617,24891,9189
"12700","Morisonia americana",13618,24893,24297
"12701","Moronobea coccinea",13620,24897,20900
"12702","Mortonia scabrella",13621,24898,23490
"12703","Morus alba",13623,24899,19679
"12704","Morus australis",13624,24900,19680
"12705","Morus celtidifolia",13625,24901,19683
"12706","Morus insignis",13626,24902,19684
"12707","Morus mesozygia",13627,24903,19685
"12708","Morus mongolica",13628,24904,19678
"12709","Morus nigra",13629,24905,19681
"12710","Morus rubra",13630,24906,19682
"12711","Mosannona depressa",13631,24907,37104
"12712","Moscharia pinnatifida",13632,24909,3703
"12713","Mosla dianthera",13633,24910,6046
"12714","Mosla scabra",13634,24911,6047
"12715","Mosquitoxylum jamaicense",13635,24912,26418
"12716","Moultonianthus leembruggianus",13636,24913,22828
"12717","Mouriri acutiflora",13638,24914,27011
"12718","Mouriri apiranga",13639,24915,27010
"12719","Mouriri barinensis",13640,24916,27009
"12720","Mouriri cauliflora",13641,24917,27008
"12721","Mouriri cyphocarpa",13642,24919,27006
"12722","Mouriri gleasoniana",13643,24920,27005
"12723","Mouriri grandiflora",13644,24921,27004
"12724","Mouriri laxiflora",13645,24923,27003
"12725","Mouriri myrtilloides",13646,24926,27000
"12726","Mouriri nervosa",13647,24927,26999
"12727","Mouriri nigra",13648,24928,26998
"12728","Mouriri peruviana",13649,24929,26997
"12729","Moutabea aculeata",13650,24930,18556
"12730","Moutabea guianensis",13651,24932,18555
"12731","Mucoa duckei",13652,24933,10153
"12732","Mucuna gigantea",13654,24936,16416
"12733","Mucuna holtonii",13655,24937,16417
"12734","Mucuna macrocarpa",13656,24938,16419
"12735","Mucuna poggei",13657,24941,16412
"12736","Mucuna pruriens",13658,24942,16420
"12737","Mucuna stans",13659,24943,16411
"12738","Muehlenbeckia adpressa",13661,24945,14442
"12739","Muehlenbeckia australis",13662,24947,14439
"12740","Muehlenbeckia axillaris",13663,24948,14444
"12741","Muehlenbeckia complexa",13664,24949,14443
"12742","Muehlenbeckia gracillima",13665,24950,14441
"12743","Muehlenbeckia hastulata",13666,24951,14437
"12744","Muehlenbeckia tamnifolia",13667,24953,14445
"12745","Muhlenbergia andina",13669,24966,32470
"12746","Muhlenbergia asperifolia",13670,24968,32468
"12747","Muhlenbergia capillaris",13671,24969,32488
"12748","Muhlenbergia cuspidata",13672,24970,32467
"12749","Muhlenbergia emersleyi",13673,24971,32489
"12750","Muhlenbergia filiformis",13674,24975,32464
"12751","Muhlenbergia frondosa",13675,24976,32463
"12752","Muhlenbergia glomerata",13676,24977,32478
"12753","Muhlenbergia ligularis",13677,24981,32461
"12754","Muhlenbergia minutissima",13678,24983,32459
"12755","Muhlenbergia montana",13679,24984,32484
"12756","Muhlenbergia peruviana",13680,24986,32485
"12757","Muhlenbergia polycaulis",13681,24987,32476
"12758","Muhlenbergia porteri",13682,24988,32480
"12759","Muhlenbergia pungens",13683,24989,32458
"12760","Muhlenbergia racemosa",13684,24990,32473
"12761","Muhlenbergia richardsonis",13685,24992,32483
"12762","Muhlenbergia rigens",13686,24993,32457
"12763","Muhlenbergia schreberi",13687,24994,32475
"12764","Muhlenbergia sylvatica",13688,24997,32479
"12765","Muhlenbergia torreyi",13689,25000,32490
"12766","Muhlenbergia wrightii",13690,25001,32481
"12767","Mukdenia rossii",13691,25002,28889
"12768","Mukia maderaspatana",13692,25003,20143
"12769","Mundulea sericea",13693,25005,16509
"12770","Murbeckiella pinnatifida",13694,25016,23599
"12771","Murdannia gigantea",13695,25020,35940
"12772","Murdannia graminea",13696,25021,35939
"12773","Murdannia simplex",13697,25023,35938
"12774","Murraya euchrestifolia",13699,25025,25519
"12775","Murraya paniculata",13700,25027,25520
"12776","Musa paradisiaca",13703,25029,35847
"12777","Musanga cecropioides",13702,25030,19841
"12778","Muscari armeniacum",13704,25032,30982
"12779","Muscari botryoides",13705,25033,30980
"12780","Muscari commutatum",13706,25034,30979
"12781","Muscari neglectum",13707,25035,30981
"12782","Musgravea stenostachya",13708,25037,29051
