"","species_new","trait_ind","emb_ind","phylo_ind"
"17334","Senecio vulgaris",18587,34120,2217
"17335","Senegalia alemquerensis",18588,34126,17731
"17336","Senegalia altiscandens",18589,34127,17730
"17337","Senegalia gilliesii",18594,34136,17727
"17338","Senegalia laeta",18600,34147,17734
"17339","Senegalia mellifera",18602,34151,17732
"17340","Senegalia multipinnata",18603,34152,17720
"17341","Senegalia nigrescens",18604,34153,17735
"17342","Senegalia polyacantha",18606,34155,17737
"17343","Senegalia polyphylla",18607,34156,17719
"17344","Senegalia praecox",18608,34157,17718
"17345","Senegalia schweinfurthii",18609,34161,17715
"17346","Senegalia visco",18612,34165,17942
"17347","Senna acclinis",18614,34166,18155
"17348","Senna aciphylla",18615,34167,18154
"17349","Senna alata",18616,34168,18176
"17350","Senna alexandrina",18617,34169,18175
"17351","Senna aphylla",18618,34170,18153
"17352","Senna artemisioides",18619,34171,18167
"17353","Senna atomaria",18620,34172,18179
"17354","Senna bacillaris",18621,34173,18152
"17355","Senna barclayana",18622,34174,18151
"17356","Senna bauhinioides",18623,34175,18163
"17357","Senna bicapsularis",18624,34176,18166
"17358","Senna candolleana",18625,34177,18162
"17359","Senna circinnata",18626,34179,18149
"17360","Senna clavigera",18627,34180,18148
"17361","Senna coronilloides",18628,34181,18147
"17362","Senna costata",18629,34182,18146
"17363","Senna covesii",18630,34183,18164
"17364","Senna didymobotrya",18631,34184,18180
"17365","Senna floribunda",18632,34185,18145
"17366","Senna fruticosa",18633,34187,18143
"17367","Senna gaudichaudii",18634,34188,18142
"17368","Senna glutinosa",18635,34189,18141
"17369","Senna hirsuta",18636,34192,18158
"17370","Senna holosericea",18637,34193,18139
"17371","Senna italica",18638,34194,18174
"17372","Senna macranthera",18639,34196,18137
"17373","Senna marilandica",18640,34198,18159
"17374","Senna multiglandulosa",18641,34200,18134
"17375","Senna multijuga",18642,34201,18133
"17376","Senna notabilis",18643,34202,18132
"17377","Senna obtusifolia",18644,34203,18169
"17378","Senna occidentalis",18645,34204,18157
"17379","Senna planitiicola",18646,34209,18130
"17380","Senna pleurocarpa",18647,34210,18129
"17381","Senna podocarpa",18648,34211,18128
"17382","Senna ruiziana",18649,34212,18127
"17383","Senna septemtrionalis",18650,34213,18156
"17384","Senna siamea",18651,34214,18177
"17385","Senna silvestris",18652,34215,18126
"17386","Senna singueana",18653,34216,18125
"17387","Senna sophera",18654,34218,18165
"17388","Senna surattensis",18655,34221,18121
"17389","Senna timoriensis",18656,34222,18178
"17390","Senna venusta",18657,34223,18120
"17391","Serapias cordigera",18658,34226,30540
"17392","Serapias lingua",18659,34227,30539
"17393","Serapias parviflora",18660,34230,30536
"17394","Serapias vomeracea",18661,34231,30535
"17395","Serenoa repens",18662,34232,36114
"17396","Sericanthe chevalieri",18663,34235,9426
"17397","Sericocarpus asteroides",18664,34236,1286
"17398","Sericorema remotiflora",18665,34241,14195
"17399","Sericorema sericea",18666,34242,14194
"17400","Seringia hillii",18667,34245,24877
"17401","Seriphidium leucotrichum",18668,34247,1795
"17402","Seriphium plumosum",18669,34249,956
"17403","Serissa japonica",18670,34250,8866
"17404","Serjania atrolineata",18672,34251,26098
"17405","Serjania brachycarpa",18673,34252,26097
"17406","Serjania mexicana",18674,34264,26086
"17407","Serjania obtusidentata",18675,34266,26084
"17408","Serjania paucidentata",18676,34267,26083
"17409","Serjania pluvialiflorens",18677,34270,26080
"17410","Serjania racemosa",18678,34272,26079
"17411","Serjania rhombea",18679,34273,26078
"17412","Serratula centauroides",18680,34282,3372
"17413","Serratula coronata",18681,34284,3374
"17414","Serratula marginata",18682,34288,3368
"17415","Serratula procumbens",18683,34289,3367
"17416","Serratula tinctoria",18684,34291,3365
"17417","Serruria fasciflora",18685,34294,29218
"17418","Serruria glomerata",18686,34295,29214
"17419","Serruria villosa",18687,34297,29217
"17420","Sersalisia sericea",18688,34298,12329
"17421","Sesamum alatum",18689,34302,7332
"17422","Sesamum calycinum",18690,34303,7331
"17423","Sesamum capense",18691,34304,7334
"17424","Sesamum indicum",18692,34305,7322
"17425","Sesamum radiatum",18693,34306,7330
"17426","Sesamum schinzianum",18694,34307,7329
"17427","Sesamum triphyllum",18695,34308,7333
"17428","Sesbania brachycarpa",18697,34310,16106
"17429","Sesbania cannabina",18698,34312,16107
"17430","Sesbania leptocarpa",18699,34315,16100
"17431","Sesbania macowaniana",18700,34316,16099
"17432","Sesbania rostrata",18701,34317,16108
"17433","Sesbania sesban",18702,34318,16103
"17434","Sesbania sphaerosperma",18703,34320,16097
"17435","Seseli annuum",18704,34321,4339
"17436","Seseli elatum",18705,34327,4295
"17437","Seseli hippomarathrum",18706,34330,4353
"17438","Seseli leucospermum",18707,34333,4292
"17439","Seseli libanotis",18708,34334,4335
"17440","Seseli montanum",18709,34336,4290
"17441","Seseli pallasii",18710,34340,4288
"17442","Seseli rigidum",18711,34342,4329
"17443","Seseli tortuosum",18712,34344,4322
"17444","Sesleria albicans",18713,34345,33266
"17445","Sesleria argentea",18714,34346,33260
"17446","Sesleria autumnalis",18715,34347,33264
"17447","Sesleria caerulea",18716,34349,33261
"17448","Sesleria insularis",18717,34353,33265
"17449","Sesleria nitida",18718,34356,33253
"17450","Sesleria ovata",18719,34357,33263
"17451","Sesleria sphaerocephala",18720,34362,33262
"17452","Sesuvium portulacastrum",18721,34367,13001
"17453","Sesuvium sesuvioides",18722,34368,13000
"17454","Setaria apiculata",18724,34369,31825
"17455","Setaria appendiculata",18725,34370,31824
"17456","Setaria barbata",18726,34372,31829
"17457","Setaria incrassata",18727,34378,31833
"17458","Setaria italica",18728,34380,31835
"17459","Setaria lachnea",18729,34381,31837
"17460","Setaria leucopila",18730,34382,31816
"17461","Setaria lindenbergiana",18731,34383,31815
"17462","Setaria longiseta",18732,34384,31814
"17463","Setaria macrostachya",18733,34385,31813
"17464","Setaria megaphylla",18734,34387,31826
"17465","Setaria oblongata",18735,34388,31811
"17466","Setaria palmifolia",18736,34391,31828
"17467","Setaria pampeana",18737,34392,31808
"17468","Setaria parviflora",18738,34393,31830
"17469","Setaria plicata",18739,34395,31827
"17470","Setaria pumila",18740,34396,31831
"17471","Setaria sphacelata",18741,34398,31832
"17472","Setaria vaginata",18742,34400,31804
"17473","Setaria verticillata",18743,34401,31836
"17474","Setaria viridis",18744,34402,31834
"17475","Shepherdia argentea",18745,34407,20119
"17476","Shepherdia canadensis",18746,34408,20118
"17477","Shepherdia rotundifolia",18747,34409,20117
"17478","Sherardia arvensis",18748,34410,8837
"17479","Shirakiopsis elliptica",18749,34413,22432
"17480","Shorea acuminata",18751,34415,25028
"17481","Shorea beccariana",18752,34416,25027
"17482","Shorea bracteolata",18753,34417,25037
"17483","Shorea ciliata",18754,34419,25025
"17484","Shorea contorta",18755,34420,25024
"17485","Shorea coriacea",18756,34421,25023
"17486","Shorea crassa",18757,34422,25022
"17487","Shorea faguetiana",18758,34423,25021
"17488","Shorea falcifera",18759,34424,25020
"17489","Shorea hopeifolia",18760,34426,25018
"17490","Shorea laevis",18761,34427,25036
"17491","Shorea lamellata",18762,34428,25017
"17492","Shorea lepidota",18763,34429,25016
"17493","Shorea leprosula",18764,34430,25031
"17494","Shorea macroptera",18765,34431,25030
"17495","Shorea maxima",18766,34432,25015
"17496","Shorea maxwelliana",18767,34433,25014
"17497","Shorea multiflora",18768,34434,25013
"17498","Shorea obtusa",18769,34435,25035
"17499","Shorea ovalis",18770,34436,25034
"17500","Shorea ovata",18771,34437,25012
"17501","Shorea parvifolia",18772,34438,25029
"17502","Shorea parvistipulata",18773,34439,25011
"17503","Shorea pauciflora",18774,34440,25032
"17504","Shorea pinanga",18775,34441,25010
"17505","Shorea quadrinervis",18776,34442,25033
"17506","Shorea robusta",18777,34443,25009
"17507","Shorea roxburghii",18778,34444,25038
"17508","Shorea scaberrima",18779,34445,25008
"17509","Shorea superba",18780,34447,25006
"17510","Sibbaldia parviflora",18782,34450,18823
"17511","Sibbaldia procumbens",18783,34451,18822
"17512","Sibbaldianthe bifurca",18781,34452,18825
"17513","Sibbaldiopsis tridentata",18784,34453,18576
"17514","Sibthorpia europaea",18785,34454,7838
"17515","Sibthorpia peregrina",18786,34455,7839
"17516","Sicyos angulatus",18787,34457,20197
"17517","Sida acuta",18789,34461,24621
"17518","Sida ammophila",18790,34462,24619
"17519","Sida argillacea",18791,34466,24615
"17520","Sida calyxhymenia",18792,34469,24612
"17521","Sida cleisocalyx",18793,34470,24611
"17522","Sida cordifolia",18794,34471,24624
"17523","Sida corrugata",18795,34472,24610
"17524","Sida cunninghamii",18796,34473,24609
"17525","Sida fibulifera",18797,34476,24606
"17526","Sida goniocarpa",18798,34478,24604
"17527","Sida hoepfneri",18799,34480,24602
"17528","Sida intricata",18800,34481,24601
"17529","Sida linifolia",18803,34483,24599
"17530","Sida ovata",18804,34486,24596
"17531","Sida petrophila",18805,34487,24595
"17532","Sida platycalyx",18806,34488,24594
"17533","Sida rhombifolia",18807,34492,24622
"17534","Sida rohlenae",18808,34493,24590
"17535","Sida spinosa",18809,34496,24623
"17536","Sida subspicata",18810,34498,24586
"17537","Sida trichopoda",18811,34501,24583
"17538","Sida urens",18812,34502,24582
"17539","Sidalcea neomexicana",18801,34505,24434
"17540","Sidalcea oregana",18802,34506,24432
"17541","Sideritis hirsuta",18813,34509,6249
"17542","Sideritis hyssopifolia",18814,34510,6248
"17543","Sideritis incana",18815,34511,6247
"17544","Sideritis montana",18816,34513,6245
"17545","Sideritis reverchonii",18817,34515,6243
"17546","Sideritis romana",18818,34516,6242
"17547","Sideroxylon foetidissimum",18819,34520,12393
"17548","Sideroxylon lanuginosum",18820,34521,12392
"17549","Sideroxylon lycioides",18821,34522,12390
"17550","Sideroxylon obtusifolium",18822,34523,12388
"17551","Sideroxylon reclinatum",18823,34524,12391
"17552","Sideroxylon salicifolium",18824,34525,12395
"17553","Sideroxylon tenax",18825,34526,12389
"17554","Sideroxylon tepicense",18826,34527,12394
"17555","Siegfriedia darwinioides",18827,34528,20022
"17556","Siemssenia capillaris",18828,34529,760
"17557","Sigesbeckia australiensis",18829,34530,455
"17558","Sigesbeckia jorullensis",18830,34532,457
"17559","Sigesbeckia orientalis",18831,34533,456
"17560","Silaum silaus",18832,34535,4415
"17561","Silene acaulis",18834,34536,13168
"17562","Silene alpestris",18835,34537,13153
"17563","Silene andryalifolia",18836,34540,13158
"17564","Silene antirrhina",18837,34541,13184
"17565","Silene apetala",18838,34542,13151
"17566","Silene arabica",18839,34544,13150
"17567","Silene armeria",18840,34545,13252
"17568","Silene baccifera",18841,34548,13238
"17569","Silene behen",18842,34550,13242
"17570","Silene bellidifolia",18843,34551,13185
"17571","Silene borysthenica",18844,34555,13174
"17572","Silene bupleuroides",18845,34557,13182
"17573","Silene burchellii",18846,34558,13193
"17574","Silene campanula",18847,34560,13177
"17575","Silene chalcedonica",18848,34561,13146
"17576","Silene chlorantha",18849,34563,13167
"17577","Silene ciliata",18850,34564,13195
"17578","Silene coeli-rosa",18851,34565,13144
"17579","Silene colorata",18852,34566,13190
"17580","Silene compacta",18853,34568,13260
"17581","Silene conica",18854,34571,13232
"17582","Silene coniflora",18855,34572,13233
"17583","Silene conoidea",18856,34573,13234
"17584","Silene cordifolia",18857,34574,13250
"17585","Silene coronaria",18858,34575,13141
"17586","Silene cretica",18859,34576,13180
"17587","Silene densiflora",18860,34579,13138
"17588","Silene dichotoma",18861,34580,13229
"17589","Silene dioica",18862,34581,13237
"17590","Silene douglasii",18863,34584,13217
"17591","Silene drummondii",18864,34585,13210
"17592","Silene exaltata",18865,34587,13134
"17593","Silene firma",18866,34590,13211
"17594","Silene flavescens",18867,34592,13165
"17595","Silene flos-cuculi",18868,34593,13202
"17596","Silene flos-jovis",18869,34594,13131
"17597","Silene frivaldskyana",18870,34595,13130
"17598","Silene fruticosa",18871,34596,13170
"17599","Silene gallica",18872,34597,13187
"17600","Silene gigantea",18873,34598,13155
"17601","Silene gonosperma",18874,34600,13214
"17602","Silene graeca",18875,34602,13243
"17603","Silene graminifolia",18876,34603,13129
"17604","Silene involucrata",18877,34608,13209
"17605","Silene italica",18878,34609,13154
"17606","Silene jeniseensis",18879,34610,13126
"17607","Silene laeta",18880,34613,13251
"17608","Silene latifolia",18881,34614,13236
"17609","Silene linearis",18882,34617,13183
"17610","Silene menziesii",18883,34621,13241
"17611","Silene multiflora",18884,34625,13178
"17612","Silene nicaeensis",18885,34626,13192
"17613","Silene noctiflora",18886,34629,13230
"17614","Silene nocturna",18887,34630,13188
"17615","Silene nutans",18888,34632,13161
"17616","Silene otites",18889,34635,13172
"17617","Silene paradoxa",18890,34637,13166
"17618","Silene parryi",18891,34639,13206
"17619","Silene pendula",18892,34641,13248
"17620","Silene portensis",18893,34642,13179
"17621","Silene pusilla",18894,34645,13257
"17622","Silene radicosa",18895,34646,13156
"17623","Silene roemeri",18896,34650,13160
"17624","Silene rupestris",18897,34651,13259
"17625","Silene samojedorum",18898,34652,13205
"17626","Silene saxifraga",18899,34653,13164
"17627","Silene scouleri",18900,34655,13226
"17628","Silene sedoides",18901,34656,13228
"17629","Silene spergulifolia",18902,34662,13109
"17630","Silene stellata",18903,34664,13218
"17631","Silene suecica",18904,34666,13261
"17632","Silene tatarica",18905,34669,13106
"17633","Silene thymifolia",18906,34671,13105
"17634","Silene thysanodes",18907,34672,13224
"17635","Silene uniflora",18908,34676,13246
"17636","Silene uralensis",18909,34677,13221
"17637","Silene vallesia",18910,34678,13200
"17638","Silene veselskyi",18911,34680,13256
"17639","Silene villosa",18912,34681,13191
"17640","Silene viridiflora",18913,34683,13162
"17641","Silene viscaria",18914,34684,13262
"17642","Silene viscosa",18915,34685,13216
"17643","Silene vivianii",18916,34686,13102
"17644","Silene vulgaris",18917,34687,13247
"17645","Silphium albiflorum",18919,34689,38
"17646","Silphium laciniatum",18920,34693,35
"17647","Silphium terebinthinaceum",18921,34694,34
"17648","Silybum marianum",18922,34696,3544
"17649","Simaba orinocensis",18924,34697,25754
"17650","Simaba paraensis",18925,34698,25753
"17651","Simaba polyphylla",18926,34699,25755
"17652","Simarouba amara",18927,34700,25756
"17653","Simethis mattiazzii",18928,34701,31276
"17654","Simicratea welwitschii",18929,34702,23349
"17655","Simira cordifolia",18931,34703,9758
"17656","Simira ecuadorensis",18932,34704,9756
"17657","Simira macrocrater",18933,34705,9755
"17658","Simira pisoniiformis",18934,34707,9753
"17659","Simira rubescens",18935,34708,9752
"17660","Simira tinctoria",18936,34709,9757
"17661","Simmondsia chinensis",18937,34710,14290
"17662","Simsia calva",18938,34711,467
"17663","Sinapis alba",18939,34712,23672
"17664","Sinapis arvensis",18940,34713,23673
"17665","Sindora coriacea",18941,34716,18378
"17666","Sindora leiocarpa",18942,34717,18377
"17667","Sindora siamensis",18943,34718,18379
"17668","Sindora velutina",18944,34719,18376
"17669","Sinoadina racemosa",18945,34721,9620
"17670","Sinomenium acutum",18946,34722,30041
"17671","Sinopanax formosanus",18947,34723,4883
"17672","Siparuna bifida",18949,34726,37840
"17673","Siparuna cervicornis",18950,34727,37839
"17674","Siparuna cristata",18951,34728,37842
"17675","Siparuna cuspidata",18952,34729,37838
"17676","Siparuna decipiens",18953,34730,37843
"17677","Siparuna grandiflora",18954,34734,37834
"17678","Siparuna guianensis",18955,34736,37832
"17679","Siparuna macrotepala",18956,34739,37829
"17680","Siparuna obstipa",18957,34740,37828
"17681","Siparuna pauciflora",18958,34741,37827
"17682","Siparuna poeppigii",18959,34743,37825
"17683","Siparuna reginae",18960,34744,37824
"17684","Siparuna thecaphora",18961,34748,37820
"17685","Siphoneugena reitzii",18962,34759,27021
"17686","Siphonodon australis",18963,34761,23477
"17687","Siphonodon celastrineus",18964,34762,23479
"17688","Siphonodon membranaceus",18965,34763,23478
"17689","Siphonodon pendulum",18966,34764,23476
"17690","Sison amomum",18967,34765,4196
"17691","Sisymbrium altissimum",18969,34767,23630
"17692","Sisymbrium austriacum",18970,34768,23627
"17693","Sisymbrium erysimoides",18971,34769,23623
"17694","Sisymbrium irio",18972,34771,23626
"17695","Sisymbrium loeselii",18973,34772,23628
"17696","Sisymbrium officinale",18974,34773,23625
"17697","Sisymbrium orientale",18975,34774,23624
"17698","Sisymbrium strictissimum",18976,34777,23620
"17699","Sisyndite spartea",18977,34778,23590
"17700","Sisyrinchium albidum",18979,34779,31412
"17701","Sisyrinchium angustifolium",18980,34780,31410
"17702","Sisyrinchium atlanticum",18981,34781,31411
"17703","Sisyrinchium bermudiana",18982,34782,31407
"17704","Sisyrinchium chilense",18983,34785,31424
"17705","Sisyrinchium idahoense",18984,34788,31418
"17706","Sisyrinchium micranthum",18985,34791,31420
"17707","Sisyrinchium montanum",18986,34792,31416
"17708","Sisyrinchium palmifolium",18987,34795,31428
"17709","Sisyrinchium platense",18988,34796,31417
"17710","Sisyrinchium tinctorium",18989,34801,31426
"17711","Sisyrinchium unguiculatum",18990,34802,31405
"17712","Sisyrinchium vaginatum",18991,34803,31425
"17713","Sium latifolium",18992,34805,4638
"17714","Sium sisarum",18993,34807,4636
"17715","Sium suave",18994,34808,4639
"17716","Sixalix atropurpurea",18995,34809,5239
"17717","Skeptrostachys arechavaletanii",18996,34810,30619
"17718","Skimmia japonica",18997,34812,25379
"17719","Sloanea australis",18999,34814,23085
"17720","Sloanea berteroana",19000,34815,23079
"17721","Sloanea brevipes",19001,34817,23073
"17722","Sloanea dasycarpa",19002,34818,23088
"17723","Sloanea durissima",19003,34819,23071
"17724","Sloanea eichleri",19004,34820,23074
"17725","Sloanea floribunda",19005,34822,23070
"17726","Sloanea forbesii",19006,34823,23069
"17727","Sloanea fragrans",19007,34824,23068
"17728","Sloanea garckeana",19008,34825,23077
"17729","Sloanea geniculata",19009,34826,23067
"17730","Sloanea grandiflora",19010,34828,23065
"17731","Sloanea guianensis",19011,34829,23076
"17732","Sloanea langii",19012,34832,23086
"17733","Sloanea laurifolia",19013,34834,23062
"17734","Sloanea laxiflora",19014,34835,23061
"17735","Sloanea macbrydei",19015,34837,23082
"17736","Sloanea macrophylla",19016,34838,23059
"17737","Sloanea medusula",19017,34840,23057
"17738","Sloanea meianthera",19018,34841,23056
"17739","Sloanea monosperma",19019,34842,23055
"17740","Sloanea ptariana",19020,34844,23054
"17741","Sloanea pubescens",19021,34845,23053
"17742","Sloanea robusta",19022,34848,23050
"17743","Sloanea rufa",19023,34849,23049
"17744","Sloanea sinemariensis",19024,34850,23048
"17745","Sloanea sinensis",19025,34851,23087
"17746","Sloanea sogerensis",19026,34852,23084
"17747","Sloanea spathulata",19027,34854,23047
"17748","Sloanea terniflora",19028,34855,23078
"17749","Sloanea woollsii",19029,34857,23081
"17750","Smallanthus uvedalia",19030,34859,452
"17751","Smeathmannia pubescens",19031,34860,21088
"17752","Smelowskia annua",19032,34862,24232
"17753","Smelowskia calycina",19033,34863,24230
"17754","Smilax anceps",19035,34868,36276
"17755","Smilax aspera",19036,34870,36301
"17756","Smilax australis",19037,34873,36275
"17757","Smilax bona-nox",19038,34875,36296
"17758","Smilax bracteata",19039,34876,36277
"17759","Smilax calophylla",19040,34877,36273
"17760","Smilax china",19041,34878,36283
"17761","Smilax corbularia",19042,34879,36287
"17762","Smilax ecirrhata",19043,34883,36272
"17763","Smilax excelsa",19044,34885,36294
"17764","Smilax glabra",19045,34886,36288
"17765","Smilax glauca",19046,34887,36300
"17766","Smilax glyciphylla",19047,34888,36270
"17767","Smilax herbacea",19048,34890,36308
"17768","Smilax lanceifolia",19049,34893,36286
"17769","Smilax lasioneura",19050,34894,36307
"17770","Smilax laurifolia",19051,34895,36299
"17771","Smilax maritima",19052,34897,36298
"17772","Smilax nipponica",19053,34901,36313
"17773","Smilax pumila",19054,34905,36295
"17774","Smilax riparia",19055,34906,36312
"17775","Smilax rotundifolia",19056,34907,36293
"17776","Smilax sieboldii",19057,34908,36291
"17777","Smilax tamnoides",19058,34909,36290
"17778","Smilax walteri",19059,34911,36292
"17779","Smyrnium olusatrum",19060,34914,4608
"17780","Smyrnium perfoliatum",19061,34915,4610
"17781","Smyrnium rotundifolium",19062,34916,4609
"17782","Socratea exorrhiza",19064,34918,36094
"17783","Socratea salazarii",19065,34919,36093
"17784","Solanecio mannii",19067,34923,2395
"17785","Solanum aculeastrum",19069,34927,10680
"17786","Solanum aculeatissimum",19070,34928,10711
"17787","Solanum americanum",19071,34930,10720
"17788","Solanum anguivi",19072,34932,10686
"17789","Solanum aphyodendron",19073,34935,10715
"17790","Solanum arboreum",19074,34936,10714
"17791","Solanum argentinum",19075,34937,10716
"17792","Solanum aviculare",19076,34939,10729
"17793","Solanum caavurana",19077,34943,10636
"17794","Solanum campanulatum",19078,34944,10646
"17795","Solanum capense",19079,34946,10687
"17796","Solanum capsicoides",19080,34947,10710
"17797","Solanum carolinense",19081,34948,10706
"17798","Solanum catombelense",19082,34950,10684
"17799","Solanum centrale",19083,34951,10658
"17800","Solanum chenopodioides",19084,34954,10722
"17801","Solanum chippendalei",19085,34955,10673
"17802","Solanum cinereum",19086,34957,10648
"17803","Solanum cleistogamum",19087,34958,10678
"17804","Solanum coactiliferum",19088,34959,10674
"17805","Solanum crispum",19089,34964,10724
"17806","Solanum densevestitum",19090,34966,10669
"17807","Solanum dulcamara",19091,34975,10726
"17808","Solanum elaeagnifolium",19092,34978,10700
"17809","Solanum ellipticum",19093,34979,10652
"17810","Solanum eremophilum",19094,34981,10699
"17811","Solanum erianthum",19095,34982,10625
"17812","Solanum esuriale",19096,34983,10657
"17813","Solanum ferocissimum",19097,34984,10644
"17814","Solanum hastifolium",19098,34994,10685
"17815","Solanum incanum",19099,34997,10692
"17816","Solanum laciniatum",19101,35003,10730
"17817","Solanum lichtensteinii",19102,35005,10690
"17818","Solanum linnaeanum",19103,35006,10691
"17819","Solanum lycopersicum",19105,22962,10732
"17820","Solanum lyratum",19106,35009,10725
"17821","Solanum mauritianum",19107,35013,10712
"17822","Solanum occultum",19109,35019,10614
"17823","Solanum orbiculatum",19110,35022,10675
"17824","Solanum petrophilum",19111,35028,10647
"17825","Solanum pseudocapsicum",19112,35031,10717
"17826","Solanum pseudoquina",19113,35032,10611
"17827","Solanum ptychanthum",19114,35033,10719
"17828","Solanum pungetium",19115,35035,10650
"17829","Solanum quadriloculatum",19116,35036,10651
"17830","Solanum riparium",19119,35042,10608
"17831","Solanum rostratum",19120,35043,10707
"17832","Solanum sanctaecatharinae",19121,35045,10606
"17833","Solanum seaforthianum",19122,35049,10723
"17834","Solanum sessile",19123,35052,10603
"17835","Solanum stelligerum",19124,35055,10667
"17836","Solanum sturtianum",19125,35058,10654
"17837","Solanum terminale",19126,35060,10731
"17838","Solanum tettense",19127,35039,10682
"17839","Solanum torvum",19128,35063,10701
"17840","Solanum tuberosum",19129,35064,10600
"17841","Solanum variabile",19130,35065,10599
"17842","Solanum villosum",19131,35007,10618
"17843","Solanum viridifolium",19132,35067,10666
"17844","Soldanella alpina",19134,35068,11735
"17845","Soldanella austriaca",19135,35069,11727
"17846","Soldanella hungarica",19136,35072,11730
"17847","Soldanella minima",19137,35073,11734
"17848","Soldanella montana",19138,35074,11728
"17849","Soldanella pusilla",19139,35076,11736
"17850","Solenogyne bellioides",19140,35081,1539
"17851","Solenogyne dominii",19141,35082,1540
"17852","Solenogyne gunnii",19142,35083,1541
"17853","Solenomelus pedunculatus",19143,35084,31434
"17854","Solidago caesia",19145,35091,1248
"17855","Solidago canadensis",19146,35092,1262
"17856","Solidago chilensis",19147,35093,1237
"17857","Solidago fistulosa",19148,35097,1255
"17858","Solidago flexicaulis",19149,35098,1245
"17859","Solidago gigantea",19150,35099,1263
"17860","Solidago juncea",19151,35102,1261
"17861","Solidago missouriensis",19152,35106,1259
"17862","Solidago multiradiata",19153,35107,1260
"17863","Solidago nana",19154,35108,1229
"17864","Solidago nemoralis",19155,35109,1244
"17865","Solidago odora",19156,35111,1228
"17866","Solidago ohioensis",19157,35112,1258
"17867","Solidago patula",19158,35113,1264
"17868","Solidago petiolaris",19159,35114,1250
"17869","Solidago ptarmicoides",19160,35117,1240
"17870","Solidago rigida",19161,35121,1257
"17871","Solidago rugosa",19162,35123,1254
"17872","Solidago sempervirens",19163,35124,1256
"17873","Solidago serotina",19164,35125,1221
"17874","Solidago simplex",19165,35126,1243
"17875","Solidago speciosa",19166,35127,1252
"17876","Solidago uliginosa",19167,35133,1249
"17877","Solidago ulmifolia",19168,35134,1241
"17878","Solidago velutina",19169,35135,1247
"17879","Solidago virgaurea",19170,35095,1246
"17880","Soliva sessilis",19171,35140,2087
"17881","Sonchus arvensis",19173,35147,2757
"17882","Sonchus asper",19174,35148,2753
"17883","Sonchus bipontini",19175,35149,2750
"17884","Sonchus luxurians",19176,35152,2749
"17885","Sonchus maritimus",19177,35153,2748
"17886","Sonchus megalocarpa",19178,35154,2758
"17887","Sonchus oleraceus",19179,35155,2754
"17888","Sonchus palustris",19180,35156,2747
"17889","Sonchus tenerrimus",19181,35158,2755
"17890","Sophora affinis",19182,35160,17303
"17891","Sophora arizonica",19183,35161,17306
"17892","Sophora flavescens",19184,35162,17261
"17893","Sophora jaubertii",19185,35164,17257
"17894","Sophora macrocarpa",19186,35166,17259
"17895","Sophora secundiflora",19187,35168,17305
"17896","Sophora tomentosa",19188,35169,17260
"17897","Sopubia lanata",19189,35171,6730
"17898","Sopubia mannii",19190,35172,6729
"17899","Sopubia ramosa",19191,35173,6728
"17900","Sopubia simplex",19192,35174,6731
"17901","Sorbaria kirilowii",19193,35175,19316
"17902","Sorbaria sorbifolia",19194,35176,19315
"17903","Sorbus alnifolia",19196,35177,19267
"17904","Sorbus americana",19197,35178,19266
"17905","Sorbus aria",19198,35179,19270
"17906","Sorbus aucuparia",19199,35180,19264
"17907","Sorbus austriaca",19200,35181,19262
"17908","Sorbus chamaemespilus",19201,35183,19260
"17909","Sorbus commixta",19202,35184,19259
"17910","Sorbus dacica",19203,35185,19258
"17911","Sorbus danubialis",19204,35186,19257
"17912","Sorbus decora",19205,35187,19256
"17913","Sorbus domestica",19206,35188,19263
"17914","Sorbus dunnii",19207,35189,19268
"17915","Sorbus folgneri",19208,35190,19255
"17916","Sorbus graeca",19209,35191,19254
"17917","Sorbus intermedia",19210,35192,19253
"17918","Sorbus koehneana",19211,35193,19265
"17919","Sorbus latifolia",19212,35194,19252
"17920","Sorbus mougeotii",19213,35195,19251
"17921","Sorbus rupicola",19214,35197,19249
"17922","Sorbus scopulina",19215,35198,19248
"17923","Sorbus sitchensis",19216,35199,19247
"17924","Sorbus tianschanica",19217,35201,19245
"17925","Sorbus torminalis",19218,35202,19269
"17926","Sorbus umbellata",19219,35205,19242
"17927","Sorghastrum incompletum",19221,35208,32138
"17928","Sorghastrum nutans",19222,35209,32140
"17929","Sorghastrum pellitum",19223,35210,32137
"17930","Sorghastrum pogonostachyum",19224,35211,32136
"17931","Sorghum almum",19226,35213,32125
"17932","Sorghum arundinaceum",19227,35215,32132
"17933","Sorghum bicolor",19228,35216,32133
"17934","Sorghum drummondii",19229,35217,32124
"17935","Sorghum halepense",19230,35218,32134
"17936","Sorghum intrans",19231,35219,32128
"17937","Sorghum leiocladum",19232,35221,32130
"17938","Sorghum plumosum",19233,35223,32127
"17939","Sorghum timorense",19234,35224,32126
"17940","Sorindeia juglandifolia",19235,35226,26492
"17941","Sorindeia madagascariensis",19236,35227,26491
"17942","Sorocea affinis",19238,35230,19698
"17943","Sorocea bonplandii",19239,35231,19697
"17944","Sorocea briquetii",19240,35232,19699
"17945","Sorocea guilleminiana",19241,35233,19696
"17946","Sorocea muriculata",19242,35235,19700
"17947","Sorocea pubivena",19243,35236,19694
"17948","Sorocea sarcocarpa",19244,35237,19693
"17949","Sorocea steinbachii",19245,35239,19691
"17950","Sowerbaea juncea",19247,35243,30875
